query,answer,temperature,top_k,embedding_model,llm_model,context_count,metrics/Accuracy@K,metrics/Recall@K,metrics/MRR,timing/retrieval_ms,timing/generation_ms,timing/total_ms
How can I apply for admission?,Information not available in knowledge base.,0.5,1,all-mpnet-base-v2,llama-3.1-8b-instant,1,1.0,0.1111111111111111,1.0,80.8098316192627,232.42807388305664,313.23790550231934
What are the tuition fees?,Information not available in knowledge base.,0.5,1,all-mpnet-base-v2,llama-3.1-8b-instant,1,0.0,0.0,0.0,81.81905746459961,269.84691619873047,351.6659736633301
Do you offer scholarships?,"Yes, Rector's Scholarship and others Sources: https://www.students.pw.edu.pl/Resources/Students-Life/Scholarships",0.5,1,all-mpnet-base-v2,llama-3.1-8b-instant,1,1.0,0.16666666666666666,1.0,78.51719856262207,372.6944923400879,451.21169090270996
What is the campus location?,Information not available in knowledge base.,0.5,1,all-mpnet-base-v2,llama-3.1-8b-instant,1,0.0,0.0,0.0,101.409912109375,275.3772735595703,376.7871856689453
What are English language requirements?,"ELAN1, ELAN2, EACAW, ECULT are obligatory.",0.5,1,all-mpnet-base-v2,llama-3.1-8b-instant,1,1.0,0.043478260869565216,1.0,93.76001358032227,294.28577423095703,388.0457878112793
What is the acceptance rate?,Approximately 71%.,0.5,3,all-mpnet-base-v2,llama-3.1-8b-instant,3,0.3333333333333333,0.3333333333333333,1.0,102.65421867370605,260.23101806640625,362.8852367401123
How can I apply for admission?,Information not available in knowledge base.,0.5,3,all-mpnet-base-v2,llama-3.1-8b-instant,3,0.6666666666666666,0.2222222222222222,1.0,46.913862228393555,246.85001373291016,293.7638759613037
What are the tuition fees?,Information not available in knowledge base.,0.5,3,all-mpnet-base-v2,llama-3.1-8b-instant,3,0.3333333333333333,0.043478260869565216,0.3333333333333333,49.49450492858887,334.40685272216797,383.90135765075684
Do you offer scholarships?,"Yes, Rector's Scholarship and others.",0.5,3,all-mpnet-base-v2,llama-3.1-8b-instant,3,1.0,0.5,1.0,46.94652557373047,256.81519508361816,303.76172065734863
What is the campus location?,Information not available in knowledge base.,0.5,3,all-mpnet-base-v2,llama-3.1-8b-instant,3,0.3333333333333333,0.058823529411764705,0.5,53.40123176574707,273.1163501739502,326.51758193969727
What are English language requirements?,"ELAN1, ELAN2, EACAW, ECULT are obligatory.",0.5,3,all-mpnet-base-v2,llama-3.1-8b-instant,3,1.0,0.13043478260869565,1.0,46.89598083496094,327.9304504394531,374.82643127441406
What is the acceptance rate?,Approximately 71%,0.5,5,all-mpnet-base-v2,llama-3.1-8b-instant,5,0.2,0.3333333333333333,1.0,66.65682792663574,2510.5772018432617,2577.2340297698975
How can I apply for admission?,Information not available in knowledge base.,0.5,5,all-mpnet-base-v2,llama-3.1-8b-instant,5,0.4,0.2222222222222222,1.0,52.01363563537598,2449.2454528808594,2501.2590885162354
What are the tuition fees?,Information not available in knowledge base.,0.5,5,all-mpnet-base-v2,llama-3.1-8b-instant,5,0.6,0.13043478260869565,0.3333333333333333,44.23809051513672,3353.332757949829,3397.570848464966
Do you offer scholarships?,"Yes, Rector's Scholarship and others.",0.5,5,all-mpnet-base-v2,llama-3.1-8b-instant,5,0.8,0.6666666666666666,1.0,46.90074920654297,2484.5924377441406,2531.4931869506836
What is the campus location?,Information not available in knowledge base.,0.5,5,all-mpnet-base-v2,llama-3.1-8b-instant,5,0.6,0.17647058823529413,0.5,29.62636947631836,2624.1955757141113,2653.8219451904297
What are English language requirements?,"ELAN1, ELAN2, EACAW, ECULT obligatory.",0.5,5,all-mpnet-base-v2,llama-3.1-8b-instant,5,0.8,0.17391304347826086,1.0,51.47600173950195,2609.750986099243,2661.226987838745
What is the acceptance rate?,Approximately 71%,0.8,1,all-mpnet-base-v2,llama-3.1-8b-instant,1,1.0,0.3333333333333333,1.0,54.24833297729492,2603.0209064483643,2657.269239425659
How can I apply for admission?,Information not available in knowledge base.,0.8,1,all-mpnet-base-v2,llama-3.1-8b-instant,1,1.0,0.1111111111111111,1.0,46.874046325683594,2886.9454860687256,2933.819532394409
What are the tuition fees?,Information not available in knowledge base.,0.8,1,all-mpnet-base-v2,llama-3.1-8b-instant,1,0.0,0.0,0.0,64.61334228515625,2560.7776641845703,2625.3910064697266
Do you offer scholarships?,"Yes, Rector's Scholarship and others. Sources: https://www.students.pw.edu.pl/Resources/Students-Life/Scholarships",0.8,1,all-mpnet-base-v2,llama-3.1-8b-instant,1,1.0,0.16666666666666666,1.0,31.801462173461914,2531.5160751342773,2563.3175373077393
What is the campus location?,Main Campus,0.8,1,all-mpnet-base-v2,llama-3.1-8b-instant,1,0.0,0.0,0.0,46.388864517211914,2421.955347061157,2468.344211578369
What are English language requirements?,"ELAN1, ELAN2, EACAW, ECULT are obligatory.",0.8,1,all-mpnet-base-v2,llama-3.1-8b-instant,1,1.0,0.043478260869565216,1.0,41.667938232421875,2442.861795425415,2484.529733657837
What is the acceptance rate?,Approximately 71%.,0.8,3,all-mpnet-base-v2,llama-3.1-8b-instant,3,0.3333333333333333,0.3333333333333333,1.0,94.07424926757812,2499.9771118164062,2594.0513610839844
How can I apply for admission?,Information not available in knowledge base.,0.8,3,all-mpnet-base-v2,llama-3.1-8b-instant,3,0.6666666666666666,0.2222222222222222,1.0,46.86594009399414,2421.694755554199,2468.5606956481934
What are the tuition fees?,Information not available in knowledge base.,0.8,3,all-mpnet-base-v2,llama-3.1-8b-instant,3,0.3333333333333333,0.043478260869565216,0.3333333333333333,46.90122604370117,2469.2976474761963,2516.1988735198975
Do you offer scholarships?,"Yes, Rector's Scholarship and others.",0.8,3,all-mpnet-base-v2,llama-3.1-8b-instant,3,1.0,0.5,1.0,43.63656044006348,2453.20463180542,2496.8411922454834
What is the campus location?,Information not available in knowledge base.,0.8,3,all-mpnet-base-v2,llama-3.1-8b-instant,3,0.3333333333333333,0.058823529411764705,0.5,46.87166213989258,2467.5376415252686,2514.409303665161
What are English language requirements?,"ELAN1, ELAN2, EACAW, and ECULT are obligatory.",0.8,3,all-mpnet-base-v2,llama-3.1-8b-instant,3,1.0,0.13043478260869565,1.0,57.3124885559082,2635.256767272949,2692.5692558288574
What is the acceptance rate?,Approximately 71%.,0.8,5,all-mpnet-base-v2,llama-3.1-8b-instant,5,0.2,0.3333333333333333,1.0,53.79080772399902,2586.400270462036,2640.191078186035
How can I apply for admission?,Information not available in knowledge base.,0.8,5,all-mpnet-base-v2,llama-3.1-8b-instant,5,0.4,0.2222222222222222,1.0,31.253814697265625,2500.0641345977783,2531.317949295044
What are the tuition fees?,Information not available in knowledge base.,0.8,5,all-mpnet-base-v2,llama-3.1-8b-instant,5,0.6,0.13043478260869565,0.3333333333333333,47.461748123168945,2453.724145889282,2501.185894012451
Do you offer scholarships?,"Yes, Rector's Scholarship and others.",0.8,5,all-mpnet-base-v2,llama-3.1-8b-instant,5,0.8,0.6666666666666666,1.0,30.682086944580078,2547.0643043518066,2577.7463912963867
What is the campus location?,Information not available in knowledge base.,0.8,5,all-mpnet-base-v2,llama-3.1-8b-instant,5,0.6,0.17647058823529413,0.5,37.364959716796875,2508.8226795196533,2546.18763923645
What are English language requirements?,"ELAN1, ELAN2, EACAW, ECULT obligatory.",0.8,5,all-mpnet-base-v2,llama-3.1-8b-instant,5,0.8,0.17391304347826086,1.0,30.984163284301758,2595.3128337860107,2626.2969970703125
What is the acceptance rate?,Approximately 71%,0.2,1,all-mpnet-base-v2,llama-3.3-70b-versatile,1,1.0,0.3333333333333333,1.0,122.28202819824219,797.9583740234375,920.2404022216797
How can I apply for admission?,You need to be nominated by your home university.,0.2,1,all-mpnet-base-v2,llama-3.3-70b-versatile,1,1.0,0.1111111111111111,1.0,83.58192443847656,266.0717964172363,349.6537208557129
What are the tuition fees?,Information not available in knowledge base.,0.2,1,all-mpnet-base-v2,llama-3.3-70b-versatile,1,0.0,0.0,0.0,88.06991577148438,250.72145462036133,338.7913703918457
Do you offer scholarships?,"Yes, Rector's Scholarship and others. For more information, visit https://www.students.pw.edu.pl/Resources/Students-Life/Scholarships.",0.2,1,all-mpnet-base-v2,llama-3.3-70b-versatile,1,1.0,0.16666666666666666,1.0,72.68047332763672,444.11349296569824,516.793966293335
What is the campus location?,Main Campus,0.2,1,all-mpnet-base-v2,llama-3.3-70b-versatile,1,0.0,0.0,0.0,56.02121353149414,264.9974822998047,321.0186958312988
What are English language requirements?,"ELAN1, ELAN2, EACAW, ECULT are obligatory.",0.2,1,all-mpnet-base-v2,llama-3.3-70b-versatile,1,1.0,0.043478260869565216,1.0,37.22119331359863,293.61724853515625,330.8384418487549
What is the acceptance rate?,Approximately 71%,0.2,3,all-mpnet-base-v2,llama-3.3-70b-versatile,3,0.3333333333333333,0.3333333333333333,1.0,64.61763381958008,220.76940536499023,285.3870391845703
How can I apply for admission?,Information not available in knowledge base.,0.2,3,all-mpnet-base-v2,llama-3.3-70b-versatile,3,0.6666666666666666,0.2222222222222222,1.0,47.88708686828613,206.1927318572998,254.07981872558594
What are the tuition fees?,Information not available in knowledge base.,0.2,3,all-mpnet-base-v2,llama-3.3-70b-versatile,3,0.3333333333333333,0.043478260869565216,0.3333333333333333,52.97064781188965,253.31807136535645,306.2887191772461
Do you offer scholarships?,"Yes, Rector's Scholarship and others. For more information, you can visit https://www.students.pw.edu.pl/Resources/Students-Life/Scholarships.",0.2,3,all-mpnet-base-v2,llama-3.3-70b-versatile,3,1.0,0.5,1.0,49.8807430267334,301.58495903015137,351.46570205688477
What is the campus location?,Information not available in knowledge base.,0.2,3,all-mpnet-base-v2,llama-3.3-70b-versatile,3,0.3333333333333333,0.058823529411764705,0.5,80.33967018127441,217.31805801391602,297.65772819519043
What are English language requirements?,"ELAN1, ELAN2, EACAW, ECULT are obligatory.",0.2,3,all-mpnet-base-v2,llama-3.3-70b-versatile,3,1.0,0.13043478260869565,1.0,85.13236045837402,278.95069122314453,364.08305168151855
What is the acceptance rate?,Approximately 71%,0.2,5,all-mpnet-base-v2,llama-3.3-70b-versatile,5,0.2,0.3333333333333333,1.0,89.22481536865234,280.23290634155273,369.4577217102051
How can I apply for admission?,Information not available in knowledge base.,0.2,5,all-mpnet-base-v2,llama-3.3-70b-versatile,5,0.4,0.2222222222222222,1.0,79.7569751739502,221.41671180725098,301.1736869812012
What are the tuition fees?,Information not available in knowledge base.,0.2,5,all-mpnet-base-v2,llama-3.3-70b-versatile,5,0.6,0.13043478260869565,0.3333333333333333,83.12177658081055,234.08055305480957,317.2023296356201
Do you offer scholarships?,"Yes, Rector's Scholarship and others. For more information, visit https://www.students.pw.edu.pl/Resources/Students-Life/Scholarships.",0.2,5,all-mpnet-base-v2,llama-3.3-70b-versatile,5,0.8,0.6666666666666666,1.0,68.5567855834961,367.27356910705566,435.83035469055176
What is the campus location?,Information not available in knowledge base.,0.2,5,all-mpnet-base-v2,llama-3.3-70b-versatile,5,0.6,0.17647058823529413,0.5,84.67531204223633,374.2077350616455,458.88304710388184
What are English language requirements?,"ELAN1, ELAN2, EACAW, ECULT are obligatory.",0.2,5,all-mpnet-base-v2,llama-3.3-70b-versatile,5,0.8,0.17391304347826086,1.0,68.79091262817383,391.1550045013428,459.9459171295166
What is the acceptance rate?,71%,0.5,1,all-mpnet-base-v2,llama-3.3-70b-versatile,1,1.0,0.3333333333333333,1.0,59.00430679321289,362.5142574310303,421.51856422424316
How can I apply for admission?,You need to be nominated by your home university.,0.5,1,all-mpnet-base-v2,llama-3.3-70b-versatile,1,1.0,0.1111111111111111,1.0,46.91052436828613,376.5373229980469,423.447847366333
What are the tuition fees?,Information not available in knowledge base.,0.5,1,all-mpnet-base-v2,llama-3.3-70b-versatile,1,0.0,0.0,0.0,42.50812530517578,301.94807052612305,344.4561958312988
Do you offer scholarships?,"Yes, Rector's Scholarship and others. For more information, visit https://www.students.pw.edu.pl/Resources/Students-Life/Scholarships.",0.5,1,all-mpnet-base-v2,llama-3.3-70b-versatile,1,1.0,0.16666666666666666,1.0,49.294233322143555,298.5103130340576,347.8045463562012
What is the campus location?,Main Campus,0.5,1,all-mpnet-base-v2,llama-3.3-70b-versatile,1,0.0,0.0,0.0,53.41744422912598,305.33695220947266,358.75439643859863
What are English language requirements?,"ELAN1, ELAN2, EACAW, ECULT are obligatory.",0.5,1,all-mpnet-base-v2,llama-3.3-70b-versatile,1,1.0,0.043478260869565216,1.0,45.484066009521484,328.68003845214844,374.1641044616699
What is the acceptance rate?,Approximately 71%,0.5,3,all-mpnet-base-v2,llama-3.3-70b-versatile,3,0.3333333333333333,0.3333333333333333,1.0,81.06780052185059,535.8879566192627,616.9557571411133
How can I apply for admission?,Information not available in knowledge base.,0.5,3,all-mpnet-base-v2,llama-3.3-70b-versatile,3,0.6666666666666666,0.2222222222222222,1.0,83.72855186462402,259.4492435455322,343.17779541015625
What are the tuition fees?,Information not available in knowledge base.,0.5,3,all-mpnet-base-v2,llama-3.3-70b-versatile,3,0.3333333333333333,0.043478260869565216,0.3333333333333333,73.58479499816895,290.91787338256836,364.5026683807373
Do you offer scholarships?,"Yes, Rector's Scholarship and others. You can find more information at https://www.students.pw.edu.pl/Resources/Students-Life/Scholarships.",0.5,3,all-mpnet-base-v2,llama-3.3-70b-versatile,3,1.0,0.5,1.0,74.05352592468262,316.56932830810547,390.6228542327881
What is the campus location?,Information not available in knowledge base.,0.5,3,all-mpnet-base-v2,llama-3.3-70b-versatile,3,0.3333333333333333,0.058823529411764705,0.5,90.97695350646973,291.37611389160156,382.3530673980713
What are English language requirements?,"ELAN1, ELAN2, EACAW, ECULT are obligatory.",0.5,3,all-mpnet-base-v2,llama-3.3-70b-versatile,3,1.0,0.13043478260869565,1.0,78.32932472229004,300.46868324279785,378.7980079650879
What is the acceptance rate?,Approximately 71%,0.5,5,all-mpnet-base-v2,llama-3.3-70b-versatile,5,0.2,0.3333333333333333,1.0,84.75947380065918,2457.3678970336914,2542.1273708343506
How can I apply for admission?,Information not available in knowledge base.,0.5,5,all-mpnet-base-v2,llama-3.3-70b-versatile,5,0.4,0.2222222222222222,1.0,62.486886978149414,2528.668165206909,2591.1550521850586
What are the tuition fees?,Information not available in knowledge base.,0.5,5,all-mpnet-base-v2,llama-3.3-70b-versatile,5,0.6,0.13043478260869565,0.3333333333333333,57.723045349121094,2500.3228187561035,2558.0458641052246
Do you offer scholarships?,"Yes, Rector's Scholarship and others. For more information, visit https://www.students.pw.edu.pl/Resources/Students-Life/Scholarships.",0.5,5,all-mpnet-base-v2,llama-3.3-70b-versatile,5,0.8,0.6666666666666666,1.0,46.88692092895508,2593.2369232177734,2640.1238441467285
What is the campus location?,Information not available in knowledge base.,0.5,5,all-mpnet-base-v2,llama-3.3-70b-versatile,5,0.6,0.17647058823529413,0.5,46.90980911254883,2406.325101852417,2453.234910964966
What are English language requirements?,"ELAN1, ELAN2, EACAW, ECULT are obligatory.",0.5,5,all-mpnet-base-v2,llama-3.3-70b-versatile,5,0.8,0.17391304347826086,1.0,49.010276794433594,2467.4205780029297,2516.4308547973633
What is the acceptance rate?,71%,0.8,1,all-mpnet-base-v2,llama-3.3-70b-versatile,1,1.0,0.3333333333333333,1.0,53.606271743774414,3487.131357192993,3540.7376289367676
How can I apply for admission?,You need to be nominated by your home university.,0.8,1,all-mpnet-base-v2,llama-3.3-70b-versatile,1,1.0,0.1111111111111111,1.0,40.29035568237305,2453.2158374786377,2493.5061931610107
What are the tuition fees?,Information not available in knowledge base.,0.8,1,all-mpnet-base-v2,llama-3.3-70b-versatile,1,0.0,0.0,0.0,57.38019943237305,2506.709098815918,2564.089298248291
Do you offer scholarships?,"Yes, we offer scholarships, including the Rector's Scholarship and others. For more information, you can visit https://www.students.pw.edu.pl/Resources/Students-Life/Scholarships.",0.8,1,all-mpnet-base-v2,llama-3.3-70b-versatile,1,1.0,0.16666666666666666,1.0,76.59912109375,2467.759370803833,2544.358491897583
What is the campus location?,Main Campus,0.8,1,all-mpnet-base-v2,llama-3.3-70b-versatile,1,0.0,0.0,0.0,44.29435729980469,2462.799549102783,2507.093906402588
What are English language requirements?,"ELAN1, ELAN2, EACAW, ECULT are obligatory.",0.8,1,all-mpnet-base-v2,llama-3.3-70b-versatile,1,1.0,0.043478260869565216,1.0,47.26290702819824,2493.702173233032,2540.9650802612305
What is the acceptance rate?,Approximately 71%,0.8,3,all-mpnet-base-v2,llama-3.3-70b-versatile,3,0.3333333333333333,0.3333333333333333,1.0,52.878379821777344,2399.423837661743,2452.3022174835205
How can I apply for admission?,Information not available in knowledge base.,0.8,3,all-mpnet-base-v2,llama-3.3-70b-versatile,3,0.6666666666666666,0.2222222222222222,1.0,63.704729080200195,2397.2647190093994,2460.9694480895996
What are the tuition fees?,Information not available in knowledge base.,0.8,3,all-mpnet-base-v2,llama-3.3-70b-versatile,3,0.3333333333333333,0.043478260869565216,0.3333333333333333,76.78556442260742,2391.5791511535645,2468.364715576172
Do you offer scholarships?,"Yes, Rector's Scholarship and others. For more information, visit https://www.students.pw.edu.pl/Resources/Students-Life/Scholarships.",0.8,3,all-mpnet-base-v2,llama-3.3-70b-versatile,3,1.0,0.5,1.0,49.80039596557617,2625.807046890259,2675.607442855835
What is the campus location?,Information not available in knowledge base.,0.8,3,all-mpnet-base-v2,llama-3.3-70b-versatile,3,0.3333333333333333,0.058823529411764705,0.5,85.70337295532227,2413.9389991760254,2499.6423721313477
What are English language requirements?,"ELAN1, ELAN2, EACAW, ECULT are obligatory.",0.8,3,all-mpnet-base-v2,llama-3.3-70b-versatile,3,1.0,0.13043478260869565,1.0,48.95782470703125,2474.0209579467773,2522.9787826538086
What is the acceptance rate?,Approximately 71%,0.8,5,all-mpnet-base-v2,llama-3.3-70b-versatile,5,0.2,0.3333333333333333,1.0,88.79995346069336,2402.8480052948,2491.647958755493
How can I apply for admission?,Information not available in knowledge base.,0.8,5,all-mpnet-base-v2,llama-3.3-70b-versatile,5,0.4,0.2222222222222222,1.0,52.81543731689453,2504.68111038208,2557.4965476989746
What are the tuition fees?,Information not available in knowledge base.,0.8,5,all-mpnet-base-v2,llama-3.3-70b-versatile,5,0.6,0.13043478260869565,0.3333333333333333,86.67755126953125,2458.5070610046387,2545.18461227417
Do you offer scholarships?,"Yes, Rector's Scholarship and others. For more information, visit https://www.students.pw.edu.pl/Resources/Students-Life/Scholarships.",0.8,5,all-mpnet-base-v2,llama-3.3-70b-versatile,5,0.8,0.6666666666666666,1.0,48.4926700592041,2525.956392288208,2574.449062347412
What is the campus location?,Information not available in knowledge base.,0.8,5,all-mpnet-base-v2,llama-3.3-70b-versatile,5,0.6,0.17647058823529413,0.5,74.676513671875,2476.7045974731445,2551.3811111450195
What are English language requirements?,"ELAN1, ELAN2, EACAW, ECULT are obligatory.",0.8,5,all-mpnet-base-v2,llama-3.3-70b-versatile,5,0.8,0.17391304347826086,1.0,52.153587341308594,2714.099884033203,2766.2534713745117
